caseid,weight,sample,lang,cregion,form,q1,q2,q3,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q4h,q5,q6a,q6b,q6c,q6d,q6ef13,q6ff13,q6gf13,q6hf24,q6if24,q6jf24,q7a,q7b,q7c,q7e,q8,q9,q10,q14,q18a,q18bf13,q18cf24,q18d,q18ef13,q18ff24,q18g,q18h,q21a,q21b,q21c,q21e,q22c,q22d,q25,q26,q27,q28,q29a,q29b,q29c,q29d,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39,q42,q43,q45,q46,q47b,q47c,q47d,q47e,q47f,q47h,q54,q55,q56,q57,q58a,q58b,q58c,q58d,relig,chr,born,attend,rq5,rq6,rq7,rq9a,rq9bf13,rq9cf24,rq9df13,rq9ef24,rq10,sex,agerec,educ2,racethn,birth_hisp,usborn,marital,income,party,partyln,ideo,employ,hlthwork,hh1rec,hh3rec,fertrec,ql1,ql1a,qc1,lc2,lc3
205032,.98,2,1,3,3,1,1,1,3,1,1,2,2,7,7,4,2,2,2,2,1,3,3,1, , , ,2,1,2,3,2,2,4,95,2,3, ,1,3, ,2,2,4,4,3,3,1,2, , , , , , , , , , , , , , , , , , ,3,2,2,1,1,2,1,1,1,1,2, , , ,2,2,2,3,1, ,1,2,1,1,1,1,2, ,1, ,2,1,23,6,1, ,1,6,7,1, ,1,1,2,4,3,0, , ,2, , 
205045,.55,2,1,4,4,1,2,3,2,7,1,2,2,2,2,3,9,2,9,3,2, , , ,3,3,2,3,1,3,1,2,2,3,998,2, ,3,2, ,2,1,2,3,3,3,9,2,9, , , , , , , , , , , , , , , , , , ,3,1,2,1,2,2,2,1,1,1, , ,2, ,2,2,3,2,1, ,2,1,1,1,1,2, ,2, ,2,9,2,71,3,1, ,1,5,3,4,9,9,3, ,1, ,2, , ,1,2, 
205064,2.94,2,1,1,1,1,3,3,2,7,1,2,1,1,1, ,2,2,2,2,2,3,3,1, , , ,3,3,3,3,2,2,4,80,1,1, ,1,1, ,1,1,4,1,4,3,1,1,2,9,1,1,2,1,2,2,1,2,1,1,2,1,1,2, , , , , , , , , , , , ,9, , , ,9,3,3,3,2, ,2,3,2,6,1,1,1, ,1, ,2,2,41,6,1, ,1,1,8,1, ,2,3, ,4,2,2, , ,1, ,1
205074,.77,2,1,3,4,1,3,2,4,3,1,7,3,2,4,2,2,1,1,3,1, , , ,3,4,2,3,3,3,3,2,2,4,90,1, ,3,1, ,1,1,1,3,1,1,2,1,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,2,2,1, , ,2, ,3,3,3,3,12,2, ,5,4,6,1,1, ,2, ,2,3,1,31,5,3,2, ,6,3,3,9,4,1,2,5,4,2, , ,2, , 
205081,1.86,2,1,4,4,1,1,1,2,2,2,2,2,7,1,1,2,1,1,4,3, , , ,1,4,1,1,1,3,3,2,2,4,85,1, ,3,2, ,1,1,1,3,3,2,2,2,2, , , , , , , , , , , , , , , , , , ,2,2,2,1,1,2,1,1,1,1, , ,1,1,3,3,3,3,12,2, ,4,2,3,1,1, ,1, ,2,1,2,28,8,1, ,1,6,6,2, ,2,1,1,1, ,0, , ,1,1, 
205106,.68,2,1,4,3,1,1,1,1,1,1,1,2,1,1,4,1,3,1,1,1,1,1,1, , , ,3,3,3,3,2,3,1,80,2,2, ,2,1, ,4,1,3,1,2,1,2,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,2,2,2,1,2, , , ,1,1,3,3,2, ,2,2,1,2,1,1,1, ,1, ,3,1,52,4,4, ,2,1,6,1, ,1,1,1,4,3,6, , ,1, ,1
205121,1.22,2,2,1,4,1,1,1,3,1,9,1,1,7,1,4,1,1,1,9,1, , , ,2,2,9,3,3,9,3,3,1,2,80,2, ,3,2, ,3,1,3,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,2,2,1,1, , ,1,1,2,4,4,3,2, ,2,5,2,1,1,1, ,1, ,1,9,2,58,2,3,3, ,2,10,4,2,3,3, ,1, ,6, , ,2, , 
205150,.39,2,1,3,2,1,1,1,3,1,1,1,1,1,1, ,1,1,2,3,2, , , ,4,4,1,2,1,2,1,2,4,1,900,1, ,1,1, ,2,1,1,4,4,1,1,1,9,1,2,9,2,1,1,2,2,1,9,9,3,2,1,1,1,2,1, , , , , , , , , , , , ,1,9,2,4,1,2,99,9, ,1,4,1,1,1, ,1, ,1,4,1,57,6,3,3, ,1,9,1, ,2,1,2,1, ,0, , ,1,3, 
205158,.68,2,1,1,4,1,1,1,1,2,1,2,1,7,2,2,1,1,2,2,1, , , ,1,1,1,1,1,3,2,1,1,3,80,2, ,1,2, ,3,2,2,3,4,2,2,2,2, , , , , , , , , , , , , , , , , , ,2,2,2,1,1,2,1,1,1,2, , ,2, ,3,3,3,3,8, , ,3,1,2,1,1, ,1, ,2,2,2,28,6,4, ,2,6,7,2, ,4,1,1,5,5,0, , ,1, ,2
205185,1.3,2,1,1,3,1,3,1,2,7,2,2,2,2,2,4,2,9,1,2,1,1,1,1, , , ,2,3,2,1,1,1,3,85,2,2, ,2,2, ,2,2,2,9,2,3,1,1, , , , , , , , , , , , , , , , , , ,2,1,9,1,9,1,2,1,1,1,2, , , ,2,1,1,1,2, ,2,2,1,2,1,1,1, ,1, ,2,2,71,3,1, ,1,1,6,1, ,2,3, ,2,2,4, , ,1, ,3
205192,.72,2,1,2,4,1,1,3,2,2,1,2,1,1,2,4,1,2,2,2,2, , , ,2,2,2,3,3,2,3,2,2,3,75,1, ,2,2, ,2,2,2,3,3,2,3,1,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,2,2,1,2,1,1, , ,1,2,2,3,3,3,13, ,1,2,1,2,1,1, ,1, ,1,2,1,30,6,3,1, ,6,6,2, ,2,1,2,4,2,2, , ,1, ,1
205196,.46,2,1,3,4,1,1,2,3,1,4,4,1,7,2,4,2,1,1,4,1, , , ,2,4,1,3,3,3,3,1,1,4,100,1, ,1,1, ,1,1,1,4,4,3,3,2,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,2,1,1,2,2,1, , ,1,1,1,1,1,1,12,1,9,6,3,6,1,1, ,1, ,2,2,1,33,6,2, ,1,2,6,4,2,5,1,2,2,2,0, , ,2, , 
205198,1,2,1,3,1,2,1,1,3,4,4,2,4,1,4, ,2,1,1,1,1,1,1,1, , , ,2,2,2,3,1,2,3,106,1,1, ,1,1, ,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , ,1,2, , ,2,1,2,1,1, ,1,2,1,1,1,1,1, ,1, ,2,2,35,3,2, ,1,6,3,2, ,1,3, ,2,2,1, , ,1, ,1
205237,1.56,2,1,2,4,1,3,1,2,1,2,1,1,1,1,3,2,1,1,1,1, , , ,2,1,1,2,1,2,3,2,1,4,85,1, ,1,1, ,1,3,3,3,3,1,2,2,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,2,1,1,1,2,1, , ,1,1,2,3,3,1,1, ,1,2,1,1,1,1, ,1, ,1,2,1,38,6,1, ,1,1,7,3,1,2,1,2,4,2,2, , ,1, ,2
205249,3.29,2,1,1,3,1,1,1,3,4,3,1,2,7,3,4,1,1,1,2,1,1,1,2, , , ,1,1,3,3,1,1,4,80,1,2, ,2,1, ,2,3,2,2,3,3,2,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,2,1,2,1,1,1,1,1, , ,3,1,1,1,9, , ,3,4,7,2,2,2, ,2, ,4,1,24,3,1, ,1,6,2,2, ,3,3, ,4,4,0, , ,2, , 
205250,2.35,2,1,2,1,1,1,1,2,2,1,1,2,7,7, ,2,1,1,1,1,2,2,1, , , ,3,1,3,3,1,2,2,100,1,1, ,1,1, ,1,1,4,1,4,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,4,2,2,1,2,1, , , , , , , , , , ,1,1, , ,2,1,1,3,1, ,1,3,1,2,1,1,1, ,1, ,4,1,37,5,4, ,1,4,2,3,9,4,1,2,2,2,0, , ,2, , 
205252,.62,2,1,3,2,1,1,3,2,1,1,2,1,7,1, ,2,1,1,2,1, , , ,3,2,1,3,3,2,1,2,4,4,85,1, ,1,2, ,1,1,1,3,1,1,2,2,1,2,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1, , , , , , , , , , , , ,1,1,1,1,3,3,10, , ,6,4,6,1,2, ,9, ,9,1,1,32,6,1, ,1,1,8,3,1,2,1,1,2,2,0, , ,2, , 
205254,.9,2,1,3,1,1,3,1,3,7,1,2,2,2,2, ,1,2,2,2,2,2,2,1, , , ,2,1,3,1,2,1,3,100,1,2, ,1,2, ,2,2,2,3,2,1,1,1,1,2,1,1,9,2,2,2,9,1,3,2,2,1,1,1,2,1, , , , , , , , , , ,2, , , ,2,2,2,3,1, ,1,1,1,1,1,1,1, ,1, ,3,1,87,3,2, ,1,1,10,2, ,1,3, ,2,2,2, , ,1, ,2
205266,.49,2,1,1,3,1,1,1,3,2,1,1,2,7,7,4,2,1,1,2,1,2,2,1, , , ,2,1,2,3,2,2,2,95,1,1, ,1,1, ,1,1,3,3,2,3,2,3, , , , , , , , , , , , , , , , , , ,2,2,2,1,1,2,1,1,1,1,1,2, , ,3,3,2,3,2, ,2,2,1,1,1,1,1, ,1, ,2,2,23,6,2, ,1,6,3,3,2,3,1,2,4,4,0, , ,1, ,2
205271,.34,2,1,1,3,2,3,3,4,7,2,4,4,3,7,3,2,3,3,3,3,3,3,1, , , ,2,1,3,1,1,2,1,85,2,1, ,2,2, ,2,2,4,4,3,3,2,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,2,1,2,2,2,1,1,2, , ,1,1,2,3,1, ,2,5,4,7,1,2,2, ,2, ,3,1,65,5,2, ,1,3,2,3,2,4,3, ,1, ,2, , ,1,2, 
205290,.24,2,1,1,2,1,1,1,2,1,1,1,1,1,1, ,2,1,1,1,1, , , ,1,2,1,1,1,3,3,3,1,2,998,1, ,2,1, ,2,1,1,4,1,1,2,2,1,2,9,1,1,9,1,2,2,1,2,3,3,1,1,1,1,3,1, , , , , , , , , , , , ,1,9,4,3,1,1,1, ,2,2,1,9,1,9, ,1, ,2,4,1,99,8,1, ,1,2,10,2, ,5,1,2,4,2,2, , ,1, ,1
205296,4.12,2,1,1,4,1,1,1,3,2,2,1,3,1,1,2,2,1,1,3,1, , , ,1,2,1,3,3,3,3,1,2,1,80,2, ,2,3, ,3,2,3,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , ,3,1,1,1,2,1,2,1,2,1, , ,1,1,3,3,3,3,9, , ,4,1,4,1,1, ,1, ,1,1,2,22,3,9, ,1,6,1,3,9,2,3, ,1, ,0, , ,2, , 
205317,1.81,2,1,3,3,1,3,1,3,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1, , , ,3,3,2,3,1,2,2,89,2,2, ,2,2, ,2,2,2,3,2,3,2,3, , , , , , , , , , , , , , , , , , ,3,2,2,1,2,1,1,1,1,1,2, , , ,3,3,9,3,1, ,2,4,2,4,1,1,1, ,1, ,2,2,53,3,1, ,1,1,4,2, ,3,1,2,3,3,2, , ,2, , 
205349,1.09,2,1,3,2,1,9,1,2,2,2,2,1,1,1, ,2,1,1,1,2, , , ,1,1,2,2,3,2,9,1,2,2,90,1, ,3,3, ,3,3,1,3,3,1,2,2,1,1,2,9,2,2,9,2,9,2,1,1,1,1,1,1,2, , , , , , , , , , , , , , ,9, ,2,2,2,3,2, ,2,2,1,2,1,1, ,1, ,1,9,1,41,7,1, ,1,1,8,1, ,2,1,2,6,2,5, , ,1, ,2
205365,2.24,2,1,1,4,1,3,1,4,1,1,2,4,1,1,1,2,2,2,2,2, , , ,2,2,2,3,1,3,3,1,2,1,105,2, ,1,2, ,1,1,3,3,1,4,1,2,2, , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,1,2,1,1, , ,2, ,2,2,2,3,2, ,2,6,2,7,1,1, ,1, ,2,4,1,50,3,1, ,1,1,2,2, ,4,3, ,3,3,2, , ,1, ,2
205372,.73,2,1,3,1,1,1,2,4,4,2,2,4,2,3, ,2,2,1,1,2,3,3,1, , , ,3,1,2,2,2,3,1,80,2,1, ,1,2, ,2,2,4,4,2,3,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1, , , , , , , , , , ,1,2, , ,2,1,1,1,1, ,1,3,1,1,1,1,9, ,1, ,1,2,31,6,4, ,1,1,4,3,9,1,3, ,4,2,3, , ,2, , 
205376,2.27,2,1,3,3,2,1,1,4,4,3,3,3,3,4,4,2,9,1,1,9,1,1,9, , , ,1,3,3,3,1,3,2,80,2,2, ,2,1, ,2,2,4,3,2,3,2,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,1,1,2,1,2, , , ,2,9,9,9,13, ,1,1,1,9,1,1,1, ,1, ,2,2,41,2,2, ,1,3,1,4,9,9,3, ,2,2,6, , ,2, , 
205381,.46,2,1,3,3,1,1,1,1,1,1,1,1,7,7,4,2,1,1,2,1,3,2,1, , , ,3,3,3,3,1,2,4,100,2,2, ,2,1, ,2,2,3,3,2,1,2,1, , , , , , , , , , , , , , , , , , ,2,2,2,2,1,2,1,1,2,2,1,1, , ,3,3,9,3,1, ,2,4,2,4,1,1,1, ,2, ,2,1,28,8,1, ,1,6,8,1, ,3,1,2,1, ,0, , ,2, , 
205391,.65,2,1,3,3,1,1,3,2,1,1,2,2,1,1,4,2,1,1,2,1,4,4,1, , , ,3,3,2,3,2,2,4,80,1,1, ,3,1, ,1,3,4,4,2,3,1,2, , , , , , , , , , , , , , , , , , ,3,2,2,2,1,2,1,1,1,2,1,2, , ,2,3,3,3,2, ,2,2,1,2,1,1,1, ,1, ,2,1,51,8,1, ,1,1,9,3,9,3,1,2,4,2,3, , ,1, ,2
205393,2.88,2,1,1,4,1,1,2,3,3,1,7,1,1,7,4,2,1,1,9,1, , , ,1,1,1,3,3,3,1,1,3,3,86,1, ,1,1, ,3,1,2,3,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,3,2,2,2,1,2,1,1,2,1, , ,1,1,2,3,3,9,12,2, ,6,4,7,2,2, ,2, ,2,1,1,18,3,3,1, ,6,2,2, ,5,3, ,3,3,1, , ,1, ,3
205423,.17,2,1,3,2,2,2,2,2,7,1,2,2,1,1, ,2,1,1,2,1, , , ,3,2,2,2,3,2,1,1,2,2,998,3, ,3,2, ,3,3,3,3,2,3,3,2,1,2,2,2,9,2,9,9,2,1,2,2,2,2,2,1,2, , , , , , , , , , , , , , ,2, ,2,1,9,9,1, ,1,2,1,1,1,1, ,1, ,1,2,1,76,4,2, ,1,1,6,1, ,2,3, ,2,2,2, , ,1, ,3
205426,.97,2,1,3,2,2,3,1,4,4,4,4,3,3,7, ,2,3,3,3,3, , , ,4,3,3,2,2,2,2,2,4,1,95,2, ,2,2, ,2,2,2,4,2,2,2,2,2,2,1,3,9,2,1,2,2,2,2,3,2,1,2,1,1,3,2, , , , , , , , , , , , ,2, ,4,1,3,3,1, ,2,6,1,1,1,1, ,1, ,1,2,2,73,4,1, ,1,3,1,3,2,2,3, ,1, ,2, , ,2, , 
205431,.31,2,1,3,3,1,1,1,4,3,1,1,3,7,7,4,2,1,1,1,1,1,9,1, , , ,3,3,2,1,1,1,2,100,2,2, ,1,2, ,2,1,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , ,3,2,9,1,1,1,1,1,2,1,1,1, , ,3,3,3,3,1, ,1,1,1,1,1,1,1, ,1, ,2,2,55,3,2, ,1,5,5,2, ,2,1,2,1, ,0, , ,1,2, 
205432,.35,2,1,3,1,1,1,1,1,1,1,1,1,7,2, ,2,1,1,2,1,2,1,1, , , ,1,3,1,1,2,9,4,65,1,1, ,1,1, ,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,4,2,2,1,2,2, , , , , , , , , , ,1,2, , ,2,3,2,3,13, ,1,3,1,1,1,2,1, ,2, ,2,2,31,7,3,1, ,3,6,3,1,4,1,2,1, ,0, , ,2, , 
205444,1.26,2,1,3,2,1,1,1,2,1,3,3,4,1,7, ,2,1,1,2,2, , , ,2,1,2,3,2,2,1,1,1,4,85,1, ,2,4, ,9,2,2,1,4,2,3,2,1,2,1,2,1,1,1,2,2,2,2,9,1,1,2,1,1,2,2, , , , , , , , , , , , ,1,1,1,1,3,1,2, ,2,6,1,7,1,1, ,1, ,1,1,1,54,3,1, ,1,5,8,9,1,2,3, ,1, ,3, , ,2, , 
205484,1.47,2,1,3,4,1,1,1,3,2,2,3,2,1,2,1,1,1,1,3,3, , , ,1,1,4,2,1,3,1,9,1,3,998,1, ,2,2, ,1,1,2,4,2,2,2,9,9, , , , , , , , , , , , , , , , , , ,3,1,1,1,1,1,2,1,2,1, , ,1,1,3,3,3,3,13, ,1,2,1,1,1,1, ,1, ,1,3,1,30,4,2, ,1,6,4,2, ,2,1,1,2,1,3, , ,2, , 
205485,.55,2,1,1,1,1,1,1,3,4,3,4,1,7,7, ,2,1,1,3,1,3,1,1, , , ,2,1,3,1,2,2,4,85,1,1, ,1,2, ,1,2,3,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,4,2,2,2, , , , , , , , , , , , ,2, , , ,2,2,3,3,1, ,1,5,3,6,1,1,2, ,2, ,2,1,27,6,1, ,1,6,6,3,1,3,2,2,6,6,0, , ,1, ,2
205489,1.5,2,2,3,1,1,1,1,3,2,2,2,2,2,2, ,2,1,1,3,1,2,3,1, , , ,1,1,3,2,1,2,2,80,2,2, ,2,2, ,2,2,3,4,4,1,2,1,1,1,9,2,1,1,1,1,2,1,1,1,4,2,2,2, , , , , , , , , , , , ,1,1, , ,3,3,3,1,12,1,2,6,3,7,2,2,2, ,2, ,2,1,52,3,3,3, ,1,3,3,2,3,1,2,3,3,1, , ,2, , 
205499,.21,2,1,3,1,1,2,3,2,7,1,2,1,1,1, ,2,1,1,2,2,1,1,2, , , ,1,1,3,3,2,3,2,90,1,2, ,1,2, ,2,2,3,2,3,2,1,1,2,1,2,1,1,1,2,1,1,2,2,9,1,1,1,2, , , , , , , , , , , , ,1,1, , ,1,1,1,1,14, , ,2,2,4,1,2,2, ,2, ,3,1,76,8,1, ,2,1,8,3,2,4,3, ,2,2,2, , ,1, ,3
205507,1.67,2,1,3,3,1,1,1,3,3,1,3,3,1,2,4,2,1,1,2,1,1,2,1, , , ,1,1,2,1,2,2,2,90,2,1, ,2,2, ,2,2,3,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,1,1,1,1,1,1,1,1, , ,2,1,2,3,1, ,2,5,1,1,1,1,1, ,1, ,2,1,49,3,2, ,1,2,7,2, ,2,1,2,3,3,3, , ,1, ,2
205538,1.03,2,1,3,4,1,2,2,4,3,1,1,2,1,1,1,2,1,1,3,1, , , ,4,3,1,2,2,2,1,2,4,4,70,1, ,2,2, ,2,2,2,4,2,2,4,2,1, , , , , , , , , , , , , , , , , , ,3,2,2,2,1,2,1,1,1,2, , ,1,1,2,1,1,1,1, ,1,5,1,1,1,1, ,1, ,1,1,1,49,3,1, ,1,1,6,1, ,2,1,2,3,2,0, , ,1, ,1
205544,.79,2,1,3,4,1,1,1,3,3,1,2,2,1,7,4,1,2,4,3,3, , , ,3,4,1,3,3,3,1,1,3,2,83,2, ,2,2, ,2,2,2,2,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,2,1,2,2,1,1, , ,2, ,2,2,2,2,1, ,1,3,1,2,1,1, ,1, ,2,4,2,53,3,2, ,1,3,2,2, ,3,1,1,2,2,3, , ,2, , 
205556,4.09,2,1,1,1,1,3,1,2,4,2,4,1,7,7, ,2,1,1,2,1,1,2,4, , , ,1,1,1,3,2,3,4,70,1,1, ,1,3, ,2,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,3,2,2,1,3,2, , , , , , , , , , ,1,1, , ,3,3,3,3,9, , ,6,3,7,2,2,2, ,2, ,4,1,21,4,1, ,1,6,7,4,2,3,3, ,5,4,0, , ,1, ,2
205599,.72,2,1,4,2,1,1,1,3,3,1,2,1,7,1, ,2,2,2,2,2, , , ,2,2,2,1,1,1,3,1,2,2,65,1, ,1,1, ,1,1,1,3,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,4,2,2,1,3,2, , , , , , , , , , , , ,1,1,2,2,1,2,9, , ,6,3,7,1,2, ,2, ,2,3,2,19,2,1, ,1,4,3,3,9,3,3, ,2,2,0, , ,2, , 
205601,4.78,2,1,4,4,1,1,1,2,2,2,1,2,7,1,2,2,1,1,2,1, , , ,2,2,1,1,1,1,3,1,2,4,998,1, ,3,1, ,2,1,2,3,2,2,2,2,2, , , , , , , , , , , , , , , , , , ,3,9,2,9,1,2,1,1,1,2, , ,1,1,3,3,3,3,10, , ,5,4,3,2,2, ,2, ,2,1,2,23,5,1, ,1,2,6,3,1,3,1,2,2,2,0, , ,2, , 
205638,2.88,2,1,2,1,1,1,3,2,3,2,3,2,2,2, ,2,2,2,2,2,2,2,2, , , ,1,3,3,3,1,2,3,80,1,3, ,3,3, ,1,4,3,3,3,3,1,1,2,1,2,1,1,1,2,2,2,2,1,1,2,2,1,1,2,1, , , , , , , , , , ,1,1, , ,2,3,3,3,10, , ,4,4,7,2,2,2, ,2, ,3,1,29,3,1, ,1,1,5,3,1,3,2,2,3,2,1, , ,2, , 
205639,1.82,2,1,4,4,1,1,1,2,2,2,1,2,2,2,1,1,3,3,3,3, , , ,3,3,3,2,3,3,3,1,3,3,70,2, ,2,2, ,3,3,2,3,3,2,2,2,1, , , , , , , , , , , , , , , , , , ,3,2,2,1,2,1,2,1,1,1, , ,1,2,3,1,1,1,6, , ,3,2,1,1,1, ,1, ,1,2,2,33,6,3,3, ,1,6,2, ,3,1,2,5,2,3, , ,2, , 
205647,1.37,2,1,3,3,1,1,1,2,7,1,1,1,1,1,2,9,2,2,2,2,2,2,2, , , ,3,3,3,3,2,3,3,80,2,1, ,2,2, ,2,2,1,2,1,2,2,1, , , , , , , , , , , , , , , , , , ,1,1,2,2,9,1,2,2,1,1,1,2, , ,1,3,3,3,1, ,1,2,1,1,1,1,1, ,1, ,3,2,62,8,2, ,1,1,9,2, ,3,3, ,3,1,5, , ,2, , 
205660,1.06,2,2,4,4,1,2,1,3,3,3,3,9,2,2,1,2,4,1,3,1, , , ,3,1,1,1,3,3,1,1,1,4,60,2, ,2,2, ,1,2,2,4,4,2,2,2,1, , , , , , , , , , , , , , , , , , ,3,2,2,1,1,1,1,2,1,1, , ,1,2,2,1,1,9,12,2, ,6,4,5,1,1, ,2, ,1,4,2,40,1,3,1, ,2,2,9,9,4,2,1,6,5,2, , ,2, , 
205675,1.34,2,2,4,2,1,1,1,1,1,3,1,2,1,2, ,1,1,1,1,1, , , ,1,1,1,1,1,3,1,1,1,1,80,1, ,3,3, ,1,1,1,4,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,2,2, , , , , , , , , , , , ,1,1,3,3,3,3,2, ,2,2,1,1,1,1, ,1, ,1,2,1,34,3,3,3, ,1,6,3,1,4,1,1,5,2,3, , ,2, , 
205679,1.5,2,1,4,2,2,1,2,4,2,2,2,4,1,3, ,1,1,9,3,2, , , ,2,2,1,1,1,2,1,1,3,3,90,1, ,2,1, ,2,1,2,1,1,1,2,2,1,2,1,3,1,1,1,2,2,1,2,1,2,2,2,1,1,1,2, , , , , , , , , , , , ,1,1,4,1,3,3,13, ,1,4,2,4,1,1, ,2, ,2,3,2,38,6,1, ,1,3,7,2, ,3,1,2,4,1,3, , ,2, , 
205683,.69,2,1,2,4,2,1,1,4,3,3,1,2,7,3,3,2,1,1,2,1, , , ,1,1,1,2,2,3,1,1,2,2,110,2, ,1,2, ,2,1,2,3,4,2,2,2,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,2,1,1,1,1,1, , ,1,2,2,3,1,1,11,1,1,3,4,1,1,1, ,1, ,1,3,1,36,3,3,1, ,6,6,3,2,2,3, ,4,4,0, , ,1, ,2
205703,.73,2,2,3,2,1,3,1,3,2,1,1,1,1,7, ,1,1,2,2,1, , , ,2,2,1,1,2,1,1,1,1,2,110,1, ,1,1, ,1,3,1,4,4,4,4,2,1,1,2,2,2,2,1,2,2,1,1,1,1,4,2,2,2, , , , , , , , , , , , , , ,1,1,3,3,3,3,2, ,1,5,1,5,1,1, ,2, ,1,3,1,29,1,3,3, ,6,10,3,9,2,1,2,2,2,9, , ,2, , 
205712,.4,2,1,1,4,1,3,2,3,3,1,2,1,1,1,4,2,2,1,2,1, , , ,2,1,1,3,3,3,3,1,1,1,90,2, ,2,2, ,3,2,3,3,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,3,2,2,1,1,1,1,1,2,1, , ,2, ,3,2,1,3,2, ,2,4,2,3,1,1, ,1, ,1,2,2,30,8,1, ,1,1,6,1, ,4,3, ,5,2,3, , ,1, ,1
205726,.55,2,1,4,3,1,2,1,2,4,3,1,1,7,7,4,2,2,1,2,1,1,1,1, , , ,2,1,2,1,2,2,4,120,1,3, ,3,2, ,1,1,1,4,3,2,1,2, , , , , , , , , , , , , , , , , , ,2,1,2,1,1,1,1,2,1,9,2, , , ,2,2,1,1,1, ,1,1,1,1,1,1,2, ,1, ,2,2,25,6,4, ,1,6,10,3,1,2,2,2,5,5,0, , ,1, ,2
205753,1.26,2,2,4,3,1,2,3,3,7,2,2,3,3,3,1,1,1,1,3,1,1,4,1, , , ,2,2,2,2,1,2,1,90,2,9, ,2,2, ,2,2,4,1,1,2,1,1, , , , , , , , , , , , , , , , , , ,3,2,2,1,1,1,1,1,1,1,9, , , ,2,3,9,9,2, ,2,4,1,2,1,1,1, ,1, ,2,1,69,1,3,3, ,6,1,3,1,4,3, ,3,3,0, , ,2, , 
205779,.51,2,1,2,4,1,1,1,3,2,2,2,2,1,3,4,2,2,9,9,1, , , ,3,3,1,3,3,3,1,1,1,4,100,1, ,1,1, ,1,1,1,2,2,2,1,2,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,2,2,2,1,1,1, , ,2, ,3,3,3,1,2, ,2,4,2,5,1,2, ,1, ,2,3,1,31,2,3,1, ,6,1,2, ,3,1,2,3,1,2, , ,2, , 
205780,.92,2,1,3,2,1,3,1,1,1,2,1,1,1,1, ,1,2,1,1,2, , , ,1,2,1,2,1,3,1,1,2,4,80,1, ,3,1, ,1,1,1,3,4,3,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2, , , , , , , , , , , , ,1,2,2,2,1,1,1, ,1,2,1,1,1,1, ,1, ,1,2,1,57,7,1, ,1,1,8,2, ,3,1,2,2,2,2, , ,1, ,2
205787,1.96,2,1,1,2,2,1,3,2,2,3,7,3,7,7, ,2,3,1,4,3, , , ,3,2,2,3,3,3,1,1,3,2,70,1, ,1,1, ,1,1,1,4,3,2,3,2,1,2,1,2,1,1,1,1,1,1,2,2,2,1,2,2,1,3,1, , , , , , , , , , , , ,1,1,4,3,3,1,10, , ,5,2,5,1,1, ,1, ,1,1,1,99,3,1, ,1,3,1,3,2,5,3, ,1, ,1, , ,2, , 
205798,2.22,2,1,4,3,1,9,2,3,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1, , , ,1,1,3,1,2,3,1,90,2,2, ,1,2, ,2,1,2,3,2,2,2,2, , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,1,2,1,1,2, , , ,3,1,3,3,12,1,2,5,1,3,1,2,1, ,1, ,2,1,54,3,1, ,1,2,7,1, ,3,1,2,5,4,3, , ,1, ,1
